"INTERACTIONCLASSID1";"INTERACTIONCLASSID2";"SEVERITY";"LIKELIHOOD"
11942;192;"schwerwiegend";"Nicht erwiesen"
11942;416;"mittelschwer";"Gut untersucht."
11942;427;"schwerwiegend";"Nicht erwiesen"
11942;452;"mittelschwer";"Gut untersucht."
11942;10071;"schwerwiegend";"Nicht erwiesen"
11942;10075;"schwerwiegend";"Nicht erwiesen"
11942;10110;"schwerwiegend";"Nicht erwiesen"
11942;10116;"schwerwiegend";"Nicht erwiesen"
11942;10142;"schwerwiegend";"Nicht erwiesen"
11942;10225;"schwerwiegend";"Nicht erwiesen"
11942;10284;"schwerwiegend";"Nicht erwiesen"
11942;10311;"schwerwiegend";"Nicht erwiesen"
11942;10355;"schwerwiegend";"Nicht erwiesen"
11942;10420;"schwerwiegend";"Nicht erwiesen"
11942;10603;"schwerwiegend";"Nicht erwiesen"
11942;10666;"schwerwiegend";"Nicht erwiesen"
11942;10673;"schwerwiegend";"Nicht erwiesen"
11942;10961;"schwerwiegend";"Nicht erwiesen"
11942;10973;"schwerwiegend";"Nicht erwiesen"
11942;11006;"schwerwiegend";"Nicht erwiesen"
11942;11048;"schwerwiegend";"Nicht erwiesen"
11942;11257;"schwerwiegend";"Nicht erwiesen"
11942;11500;"schwerwiegend";"Nicht erwiesen"
11942;11751;"Vorsicht";"Begrenzt untersucht."
11942;12100;"schwerwiegend";"Nicht erwiesen"
11942;12127;"schwerwiegend";"Nicht erwiesen"
11942;12137;"schwerwiegend";"Nicht erwiesen"
11942;12176;"schwerwiegend";"Nicht erwiesen"
11942;12391;"schwerwiegend";"Nicht erwiesen"
11942;12394;"schwerwiegend";"Nicht erwiesen"
11942;12395;"schwerwiegend";"Nicht erwiesen"
11942;12407;"schwerwiegend";"Nicht erwiesen"
11942;12409;"schwerwiegend";"Nicht erwiesen"
11942;12618;"schwerwiegend";"Nicht erwiesen"
11942;12778;"schwerwiegend";"Nicht erwiesen"
11943;190;"schwerwiegend";"Nicht erwiesen"
11994;61;"Vorsicht";"Gut untersucht."
11994;11626;"mittelschwer";"Nicht erwiesen"
12002;45;"mittelschwer";"Begrenzt untersucht."
12002;323;"mittelschwer";"Begrenzt untersucht."
12009;76;"schwerwiegend";"Sehr gut untersucht."
12009;196;"Vorsicht";"Begrenzt untersucht."
12010;63;"mittelschwer";"Begrenzt untersucht."
12010;69;"mittelschwer";"Begrenzt untersucht."
12010;189;"mittelschwer";"Gut untersucht."
12010;321;"mittelschwer";"Begrenzt untersucht."
12010;416;"mittelschwer";"Begrenzt untersucht."
12010;452;"mittelschwer";"Begrenzt untersucht."
12010;10864;"mittelschwer";"Begrenzt untersucht."
12025;10291;"mittelschwer";"Begrenzt untersucht."
12025;10293;"mittelschwer";"Begrenzt untersucht."
12041;321;"mittelschwer";"Begrenzt untersucht."
12052;7;"geringfügig";"Nicht erwiesen"
12052;9;"geringfügig";"Nicht erwiesen"
12052;35;"geringfügig";"Nicht erwiesen"
12052;48;"geringfügig";"Nicht erwiesen"
12052;50;"Vorsicht";"Nicht erwiesen"
12052;71;"mittelschwer";"Nicht erwiesen"
12052;86;"geringfügig";"Nicht erwiesen"
12052;10002;"geringfügig";"Nicht erwiesen"
12052;10199;"mittelschwer";"Nicht erwiesen"
12052;10224;"mittelschwer";"Nicht erwiesen"
12052;10419;"mittelschwer";"Nicht erwiesen"
12052;10918;"schwerwiegend";"Gut untersucht."
12052;12002;"mittelschwer";"Nicht erwiesen"
12052;12327;"mittelschwer";"Begrenzt untersucht."
12052;12388;"mittelschwer";"Nicht erwiesen"
12052;12803;"geringfügig";"Nicht erwiesen"
12053;106;"schwerwiegend";"Begrenzt untersucht."
12053;114;"mittelschwer";"Begrenzt untersucht."
12053;428;"mittelschwer";"Begrenzt untersucht."
12053;476;"schwerwiegend";"Nicht erwiesen"
12053;10075;"schwerwiegend";"Nicht erwiesen"
12053;12191;"schwerwiegend";"Nicht erwiesen"
12053;12207;"mittelschwer";"Begrenzt untersucht."
12053;12208;"mittelschwer";"Begrenzt untersucht."
12053;12381;"schwerwiegend";"Begrenzt untersucht."
12055;30;"schwerwiegend";"Begrenzt untersucht."
12055;190;"Vorsicht";"Nicht erwiesen"
12055;205;"mittelschwer";"Nicht erwiesen"
12055;350;"mittelschwer";"Nicht erwiesen"
12055;443;"mittelschwer";"Begrenzt untersucht."
12055;10216;"mittelschwer";"Gut untersucht."
12055;10575;"mittelschwer";"Nicht erwiesen"
12062;424;"schwerwiegend";"Gut untersucht."
12082;30;"Vorsicht";"Begrenzt untersucht."
12097;30;"mittelschwer";"Begrenzt untersucht."
12097;12653;"mittelschwer";"Nicht erwiesen"
12098;67;"mittelschwer";"Gut untersucht."
12098;11626;"geringfügig";"Begrenzt untersucht."
12098;12260;"mittelschwer";"Begrenzt untersucht."
12098;12317;"geringfügig";"Gut untersucht."
12099;170;"mittelschwer";"Begrenzt untersucht."
12100;9;"mittelschwer";"Sehr gut untersucht."
12100;53;"mittelschwer";"Gut untersucht."
12100;91;"schwerwiegend";"Nicht erwiesen"
12100;122;"mittelschwer";"Begrenzt untersucht."
12100;165;"schwerwiegend";"Nicht erwiesen"
12100;176;"schwerwiegend";"Nicht erwiesen"
12100;268;"schwerwiegend";"Nicht erwiesen"
12100;427;"schwerwiegend";"Nicht erwiesen"
12100;10071;"schwerwiegend";"Nicht erwiesen"
12100;10075;"schwerwiegend";"Nicht erwiesen"
12100;10110;"schwerwiegend";"Begrenzt untersucht."
12100;10116;"schwerwiegend";"Nicht erwiesen"
12100;10142;"schwerwiegend";"Nicht erwiesen"
12100;10225;"schwerwiegend";"Nicht erwiesen"
12100;10284;"schwerwiegend";"Nicht erwiesen"
12100;10311;"schwerwiegend";"Nicht erwiesen"
12100;10355;"schwerwiegend";"Nicht erwiesen"
12100;10420;"schwerwiegend";"Nicht erwiesen"
12100;10666;"schwerwiegend";"Begrenzt untersucht."
12100;10721;"schwerwiegend";"Nicht erwiesen"
12100;11006;"schwerwiegend";"Nicht erwiesen"
12100;11048;"schwerwiegend";"Nicht erwiesen"
12100;11257;"schwerwiegend";"Begrenzt untersucht."
12100;11500;"schwerwiegend";"Nicht erwiesen"
12100;12127;"schwerwiegend";"Nicht erwiesen"
12100;12137;"schwerwiegend";"Nicht erwiesen"
12100;12350;"schwerwiegend";"Nicht erwiesen"
12100;12394;"schwerwiegend";"Nicht erwiesen"
12100;12407;"schwerwiegend";"Nicht erwiesen"
12100;12409;"schwerwiegend";"Nicht erwiesen"
12100;12618;"schwerwiegend";"Nicht erwiesen"
12100;12778;"schwerwiegend";"Nicht erwiesen"
12100;12844;"schwerwiegend";"Nicht erwiesen"
12103;139;"schwerwiegend";"Gut untersucht."
12103;421;"mittelschwer";"Nicht erwiesen"
12104;208;"schwerwiegend";"Gut untersucht."
12104;364;"schwerwiegend";"Nicht erwiesen"
12104;372;"mittelschwer";"Gut untersucht."
12105;11;"mittelschwer";"Gut untersucht."
12105;43;"mittelschwer";"Begrenzt untersucht."
12105;107;"geringfügig";"Begrenzt untersucht."
12105;12265;"mittelschwer";"Begrenzt untersucht."
12105;12485;"schwerwiegend";"Begrenzt untersucht."
12105;12840;"mittelschwer";"Begrenzt untersucht."
12110;43;"mittelschwer";"Nicht erwiesen"
12110;44;"mittelschwer";"Begrenzt untersucht."
12110;398;"schwerwiegend";"Begrenzt untersucht."
12110;10350;"schwerwiegend";"Nicht erwiesen"
12110;10590;"mittelschwer";"Begrenzt untersucht."
12110;10671;"mittelschwer";"Nicht erwiesen"
12110;12290;"mittelschwer";"Begrenzt untersucht."
12110;12392;"mittelschwer";"Nicht erwiesen"
12111;393;"geringfügig";"Begrenzt untersucht."
12112;11142;"mittelschwer";"Gut untersucht."
12113;286;"schwerwiegend";"Begrenzt untersucht."
12115;112;"mittelschwer";"Gut untersucht."
12115;208;"mittelschwer";"Begrenzt untersucht."
12115;10854;"mittelschwer";"Gut untersucht."
12115;12104;"mittelschwer";"Gut untersucht."
12120;416;"mittelschwer";"Gut untersucht."
12120;452;"mittelschwer";"Gut untersucht."
12120;10453;"geringfügig";"Begrenzt untersucht."
12123;146;"mittelschwer";"Begrenzt untersucht."
12123;245;"schwerwiegend";"Nicht erwiesen"
12123;10453;"Vorsicht";"Begrenzt untersucht."
12125;9;"Vorsicht";"Begrenzt untersucht."
12125;77;"mittelschwer";"Begrenzt untersucht."
12125;10224;"mittelschwer";"Begrenzt untersucht."
12126;10346;"mittelschwer";"Begrenzt untersucht."
12127;18;"schwerwiegend";"Nicht erwiesen"
12127;109;"schwerwiegend";"Nicht erwiesen"
12127;165;"schwerwiegend";"Nicht erwiesen"
12127;192;"schwerwiegend";"Nicht erwiesen"
12127;10075;"schwerwiegend";"Nicht erwiesen"
12127;10353;"schwerwiegend";"Nicht erwiesen"
12127;11006;"schwerwiegend";"Nicht erwiesen"
12127;11048;"schwerwiegend";"Nicht erwiesen"
12127;12137;"schwerwiegend";"Nicht erwiesen"
12127;12350;"schwerwiegend";"Nicht erwiesen"
12127;12391;"schwerwiegend";"Nicht erwiesen"
12127;12399;"schwerwiegend";"Nicht erwiesen"
12127;12409;"schwerwiegend";"Nicht erwiesen"
12127;12778;"schwerwiegend";"Nicht erwiesen"
12127;12844;"schwerwiegend";"Nicht erwiesen"
12128;63;"mittelschwer";"Begrenzt untersucht."
12128;88;"schwerwiegend";"Begrenzt untersucht."
12128;106;"schwerwiegend";"Begrenzt untersucht."
12128;170;"mittelschwer";"Nicht erwiesen"
12128;426;"schwerwiegend";"Begrenzt untersucht."
12128;10346;"schwerwiegend";"Begrenzt untersucht."
12129;10311;"mittelschwer";"Begrenzt untersucht."
12129;11640;"mittelschwer";"Begrenzt untersucht."
12129;12197;"mittelschwer";"Nicht erwiesen"
12129;12290;"mittelschwer";"Gut untersucht."
12130;9;"mittelschwer";"Begrenzt untersucht."
12132;7;"Vorsicht";"Nicht erwiesen"
12132;9;"mittelschwer";"Sehr gut untersucht."
12132;30;"geringfügig";"Gut untersucht."
12132;31;"Vorsicht";"Nicht erwiesen"
12132;48;"mittelschwer";"Nicht erwiesen"
12132;50;"mittelschwer";"Nicht erwiesen"
12132;146;"mittelschwer";"Begrenzt untersucht."
12132;10002;"geringfügig";"Nicht erwiesen"
12132;10852;"mittelschwer";"Gut untersucht."
12133;13;"mittelschwer";"Begrenzt untersucht."
12133;10865;"mittelschwer";"Nicht erwiesen"
12133;12283;"mittelschwer";"Begrenzt untersucht."
12137;70;"schwerwiegend";"Nicht erwiesen"
12137;91;"schwerwiegend";"Nicht erwiesen"
12137;192;"schwerwiegend";"Nicht erwiesen"
12137;10071;"schwerwiegend";"Nicht erwiesen"
12137;10075;"schwerwiegend";"Nicht erwiesen"
12137;10353;"schwerwiegend";"Begrenzt untersucht."
12137;10961;"schwerwiegend";"Nicht erwiesen"
12137;11048;"schwerwiegend";"Nicht erwiesen"
12137;11500;"schwerwiegend";"Nicht erwiesen"
12137;12350;"schwerwiegend";"Nicht erwiesen"
12137;12391;"schwerwiegend";"Nicht erwiesen"
12137;12778;"schwerwiegend";"Nicht erwiesen"
12137;12844;"schwerwiegend";"Nicht erwiesen"
12138;11154;"mittelschwer";"Begrenzt untersucht."
12138;12133;"schwerwiegend";"Begrenzt untersucht."
12138;12197;"mittelschwer";"Begrenzt untersucht."
12138;12218;"schwerwiegend";"Begrenzt untersucht."
12142;37;"mittelschwer";"Begrenzt untersucht."
12142;175;"mittelschwer";"Nicht erwiesen"
12143;18;"mittelschwer";"Nicht erwiesen"
12143;10961;"mittelschwer";"Nicht erwiesen"
12143;11196;"mittelschwer";"Nicht erwiesen"
12143;11706;"mittelschwer";"Nicht erwiesen"
12143;12190;"mittelschwer";"Nicht erwiesen"
12144;28;"mittelschwer";"Nicht erwiesen"
12144;65;"mittelschwer";"Nicht erwiesen"
12144;138;"mittelschwer";"Nicht erwiesen"
12144;140;"mittelschwer";"Nicht erwiesen"
12144;154;"mittelschwer";"Nicht erwiesen"
12144;164;"mittelschwer";"Nicht erwiesen"
12144;189;"mittelschwer";"Nicht erwiesen"
12144;194;"mittelschwer";"Nicht erwiesen"
12144;201;"mittelschwer";"Nicht erwiesen"
12144;207;"mittelschwer";"Nicht erwiesen"
12144;387;"mittelschwer";"Gut untersucht."
12144;11751;"mittelschwer";"Nicht erwiesen"
12146;10243;"mittelschwer";"Begrenzt untersucht."
12146;10275;"mittelschwer";"Nicht erwiesen"
12146;11028;"Vorsicht";"Begrenzt untersucht."
12147;144;"schwerwiegend";"Gut untersucht."
12147;10096;"mittelschwer";"Begrenzt untersucht."
12147;12257;"mittelschwer";"Gut untersucht."
12153;209;"mittelschwer";"Gut untersucht."
12153;12605;"mittelschwer";"Nicht erwiesen"
12154;170;"mittelschwer";"Begrenzt untersucht."
12156;9;"mittelschwer";"Sehr gut untersucht."
12156;50;"mittelschwer";"Begrenzt untersucht."
12158;16;"mittelschwer";"Nicht erwiesen"
12158;69;"mittelschwer";"Nicht erwiesen"
12158;311;"mittelschwer";"Nicht erwiesen"
12158;321;"mittelschwer";"Nicht erwiesen"
12158;10397;"mittelschwer";"Gut untersucht."
12158;10802;"mittelschwer";"Gut untersucht."
12158;12160;"Vorsicht";"Begrenzt untersucht."
12159;415;"geringfügig";"Begrenzt untersucht."
12159;12434;"mittelschwer";"Begrenzt untersucht."
12160;217;"mittelschwer";"Gut untersucht."
12160;10525;"mittelschwer";"Begrenzt untersucht."
12160;11626;"mittelschwer";"Gut untersucht."
12161;69;"mittelschwer";"Nicht erwiesen"
12161;70;"mittelschwer";"Begrenzt untersucht."
12161;98;"mittelschwer";"Nicht erwiesen"
12161;321;"mittelschwer";"Begrenzt untersucht."
12161;10417;"mittelschwer";"Nicht erwiesen"
12161;10442;"mittelschwer";"Begrenzt untersucht."
12161;10453;"mittelschwer";"Begrenzt untersucht."
12161;10896;"schwerwiegend";"Gut untersucht."
12161;11006;"schwerwiegend";"Nicht erwiesen"
12161;11028;"mittelschwer";"Begrenzt untersucht."
12161;11106;"mittelschwer";"Begrenzt untersucht."
12161;11109;"mittelschwer";"Nicht erwiesen"
12161;11740;"mittelschwer";"Begrenzt untersucht."
12161;12256;"mittelschwer";"Begrenzt untersucht."
12162;43;"mittelschwer";"Nicht erwiesen"
12162;44;"mittelschwer";"Sehr gut untersucht."
12162;53;"mittelschwer";"Begrenzt untersucht."
12162;69;"mittelschwer";"Nicht erwiesen"
12162;157;"mittelschwer";"Begrenzt untersucht."
12162;180;"Vorsicht";"Begrenzt untersucht."
12162;321;"mittelschwer";"Begrenzt untersucht."
12162;415;"mittelschwer";"Gut untersucht."
12162;416;"mittelschwer";"Gut untersucht."
12162;452;"mittelschwer";"Gut untersucht."
12162;10096;"mittelschwer";"Nicht erwiesen"
12162;10346;"schwerwiegend";"Nicht erwiesen"
12162;10350;"schwerwiegend";"Sehr gut untersucht."
12162;10438;"mittelschwer";"Gut untersucht."
12162;10865;"mittelschwer";"Nicht erwiesen"
12162;11028;"schwerwiegend";"Nicht erwiesen"
12162;11257;"schwerwiegend";"Begrenzt untersucht."
12162;11626;"mittelschwer";"Nicht erwiesen"
12162;11740;"mittelschwer";"Begrenzt untersucht."
12162;12317;"mittelschwer";"Nicht erwiesen"
12162;12724;"mittelschwer";"Begrenzt untersucht."
12164;12605;"mittelschwer";"Nicht erwiesen"
12165;101;"mittelschwer";"Begrenzt untersucht."
12165;125;"mittelschwer";"Begrenzt untersucht."
12168;11028;"mittelschwer";"Nicht erwiesen"
12169;10027;"Vorsicht";"Gut untersucht."
12169;11626;"mittelschwer";"Begrenzt untersucht."
12169;12317;"mittelschwer";"Begrenzt untersucht."
12171;9;"schwerwiegend";"Gut untersucht."
12171;12268;"mittelschwer";"Begrenzt untersucht."
12176;18;"schwerwiegend";"Nicht erwiesen"
12176;70;"schwerwiegend";"Nicht erwiesen"
12176;91;"schwerwiegend";"Nicht erwiesen"
12176;165;"schwerwiegend";"Nicht erwiesen"
12176;176;"schwerwiegend";"Nicht erwiesen"
12176;192;"schwerwiegend";"Nicht erwiesen"
12176;268;"schwerwiegend";"Nicht erwiesen"
12176;427;"schwerwiegend";"Nicht erwiesen"
12176;10071;"schwerwiegend";"Nicht erwiesen"
12176;10075;"schwerwiegend";"Gut untersucht."
12176;10110;"schwerwiegend";"Nicht erwiesen"
12176;10116;"schwerwiegend";"Nicht erwiesen"
12176;10142;"schwerwiegend";"Nicht erwiesen"
12176;10225;"schwerwiegend";"Nicht erwiesen"
12176;10284;"schwerwiegend";"Nicht erwiesen"
12176;10311;"schwerwiegend";"Nicht erwiesen"
12176;10355;"schwerwiegend";"Nicht erwiesen"
12176;10420;"schwerwiegend";"Nicht erwiesen"
12176;10603;"schwerwiegend";"Nicht erwiesen"
12176;10666;"schwerwiegend";"Nicht erwiesen"
12176;10673;"schwerwiegend";"Nicht erwiesen"
12176;10721;"schwerwiegend";"Nicht erwiesen"
12176;10961;"schwerwiegend";"Nicht erwiesen"
12176;10973;"schwerwiegend";"Nicht erwiesen"
12176;11006;"schwerwiegend";"Nicht erwiesen"
12176;11048;"schwerwiegend";"Nicht erwiesen"
12176;11257;"schwerwiegend";"Nicht erwiesen"
12176;11500;"schwerwiegend";"Nicht erwiesen"
12176;12100;"schwerwiegend";"Nicht erwiesen"
12176;12127;"schwerwiegend";"Nicht erwiesen"
12176;12137;"schwerwiegend";"Nicht erwiesen"
12176;12350;"schwerwiegend";"Nicht erwiesen"
12176;12391;"schwerwiegend";"Nicht erwiesen"
12176;12394;"schwerwiegend";"Nicht erwiesen"
12176;12407;"schwerwiegend";"Nicht erwiesen"
12176;12409;"schwerwiegend";"Nicht erwiesen"
12176;12618;"schwerwiegend";"Nicht erwiesen"
12176;12778;"schwerwiegend";"Nicht erwiesen"
12178;10740;"mittelschwer";"Gut untersucht."
12178;12389;"schwerwiegend";"Gut untersucht."
12179;43;"Vorsicht";"Nicht erwiesen"
12179;63;"mittelschwer";"Nicht erwiesen"
12179;69;"mittelschwer";"Gut untersucht."
12179;78;"Vorsicht";"Nicht erwiesen"
12179;88;"mittelschwer";"Begrenzt untersucht."
12179;206;"mittelschwer";"Nicht erwiesen"
12179;415;"mittelschwer";"Nicht erwiesen"
12179;416;"mittelschwer";"Nicht erwiesen"
12179;452;"mittelschwer";"Nicht erwiesen"
12179;475;"mittelschwer";"Nicht erwiesen"
12179;10183;"mittelschwer";"Nicht erwiesen"
12179;10225;"mittelschwer";"Nicht erwiesen"
12179;10311;"mittelschwer";"Gut untersucht."
12179;10346;"mittelschwer";"Gut untersucht."
12179;10397;"mittelschwer";"Nicht erwiesen"
12179;10594;"mittelschwer";"Nicht erwiesen"
12179;10664;"mittelschwer";"Nicht erwiesen"
12179;10724;"Vorsicht";"Nicht erwiesen"
12179;10802;"mittelschwer";"Nicht erwiesen"
12179;10865;"mittelschwer";"Nicht erwiesen"
12179;10877;"mittelschwer";"Nicht erwiesen"
12179;10985;"mittelschwer";"Nicht erwiesen"
12179;11917;"mittelschwer";"Nicht erwiesen"
12179;12161;"mittelschwer";"Nicht erwiesen"
12179;12162;"mittelschwer";"Nicht erwiesen"
12179;12385;"mittelschwer";"Nicht erwiesen"
12179;12405;"geringfügig";"Begrenzt untersucht."
12179;12714;"mittelschwer";"Begrenzt untersucht."
12183;33;"mittelschwer";"Gut untersucht."
12183;127;"mittelschwer";"Gut untersucht."
12183;10046;"mittelschwer";"Begrenzt untersucht."
12183;12508;"mittelschwer";"Nicht erwiesen"
12186;7;"mittelschwer";"Begrenzt untersucht."
12186;50;"mittelschwer";"Begrenzt untersucht."
12189;10816;"mittelschwer";"Nicht erwiesen"
12189;10961;"mittelschwer";"Nicht erwiesen"
12191;31;"geringfügig";"Begrenzt untersucht."
12191;107;"mittelschwer";"Nicht erwiesen"
12191;189;"mittelschwer";"Nicht erwiesen"
12191;321;"geringfügig";"Gut untersucht."
12191;10078;"mittelschwer";"Nicht erwiesen"
12191;10284;"mittelschwer";"Nicht erwiesen"
12191;10311;"mittelschwer";"Nicht erwiesen"
12191;10331;"mittelschwer";"Nicht erwiesen"
12191;11250;"mittelschwer";"Nicht erwiesen"
12191;12237;"mittelschwer";"Begrenzt untersucht."
12191;12290;"mittelschwer";"Begrenzt untersucht."
12192;69;"geringfügig";"Begrenzt untersucht."
12192;321;"mittelschwer";"Begrenzt untersucht."
12192;418;"mittelschwer";"Begrenzt untersucht."
12192;497;"geringfügig";"Begrenzt untersucht."
12192;11994;"Vorsicht";"Begrenzt untersucht."
12193;125;"schwerwiegend";"Begrenzt untersucht."
12195;88;"mittelschwer";"Begrenzt untersucht."
12195;139;"mittelschwer";"Nicht erwiesen"
12195;10311;"mittelschwer";"Begrenzt untersucht."
12195;10346;"mittelschwer";"Begrenzt untersucht."
12195;11640;"mittelschwer";"Begrenzt untersucht."
12195;12290;"schwerwiegend";"Begrenzt untersucht."
12198;10018;"mittelschwer";"Gut untersucht."
12199;43;"geringfügig";"Begrenzt untersucht."
12199;413;"mittelschwer";"Nicht erwiesen"
12201;245;"schwerwiegend";"Nicht erwiesen"
12203;175;"mittelschwer";"Nicht erwiesen"
12203;10362;"mittelschwer";"Begrenzt untersucht."
12204;10348;"Vorsicht";"Begrenzt untersucht."
12205;1;"geringfügig";"Nicht erwiesen"
12205;35;"Vorsicht";"Nicht erwiesen"
12205;415;"schwerwiegend";"Begrenzt untersucht."
12205;10008;"Vorsicht";"Begrenzt untersucht."
12205;10321;"geringfügig";"Begrenzt untersucht."
12205;10802;"mittelschwer";"Nicht erwiesen"
12205;11095;"mittelschwer";"Begrenzt untersucht."
12205;11109;"mittelschwer";"Begrenzt untersucht."
12205;11191;"mittelschwer";"Nicht erwiesen"
12205;12485;"mittelschwer";"Begrenzt untersucht."
12205;12803;"geringfügig";"Begrenzt untersucht."
12206;69;"mittelschwer";"Begrenzt untersucht."
12206;11028;"mittelschwer";"Begrenzt untersucht."
12209;12053;"schwerwiegend";"Gut untersucht."
12210;175;"Vorsicht";"Begrenzt untersucht."
12211;24;"schwerwiegend";"Nicht erwiesen"
12211;29;"schwerwiegend";"Gut untersucht."
12211;10026;"Vorsicht";"Gut untersucht."
12213;122;"geringfügig";"Begrenzt untersucht."
12226;61;"mittelschwer";"Begrenzt untersucht."
12226;201;"mittelschwer";"Nicht erwiesen"
12226;497;"mittelschwer";"Nicht erwiesen"
12226;11626;"geringfügig";"Begrenzt untersucht."
12226;12317;"geringfügig";"Begrenzt untersucht."
12227;12239;"mittelschwer";"Gut untersucht."
12233;8;"geringfügig";"Begrenzt untersucht."
12233;11626;"mittelschwer";"Begrenzt untersucht."
12233;12317;"mittelschwer";"Begrenzt untersucht."
12234;11626;"mittelschwer";"Begrenzt untersucht."
12234;12317;"mittelschwer";"Begrenzt untersucht."
12235;10993;"mittelschwer";"Nicht erwiesen"
12235;11626;"mittelschwer";"Begrenzt untersucht."
12235;12317;"mittelschwer";"Begrenzt untersucht."
12236;11626;"mittelschwer";"Begrenzt untersucht."
12236;12317;"mittelschwer";"Begrenzt untersucht."
12237;73;"geringfügig";"Sehr gut untersucht."
